youtube_id,title,publishedAt,channel_name
4lsW0RunU-c,"BORSF Endowment Programs Webinar: Listening Session (October 19, 2023)",2023-11-09T19:01:41Z,Louisiana Board of Regents
zL5HX4chCHg,"BORSF Endowment Programs Webinar: Listening Session (October 24, 2023)",2023-11-09T19:00:09Z,Louisiana Board of Regents
RXgJ5H78kko,October 2023 Board of Regents Meeting,2023-11-02T20:23:04Z,Louisiana Board of Regents
fHZyAiBnkPE,Louisiana's Got Talent with Governor John Bel Edwards,2023-11-01T03:10:02Z,Louisiana Board of Regents
4fcGQrtVkoE,"BORSF Endowment Programs Webinar (October 13, 2023)",2023-10-17T19:55:01Z,Louisiana Board of Regents
jbpzzMNsWi4,"BORSF Endowment Programs Webinar: NACUBO Recommendations (October 9, 2023)",2023-10-12T14:28:54Z,Louisiana Board of Regents
hJFv7HwbIa4,"BORSF Endowment Programs Webinar (October 6, 2023)",2023-10-12T14:25:47Z,Louisiana Board of Regents
i3WYgZbZmyc,September 2023 Board of Regents Meetings,2023-09-20T22:00:49Z,Louisiana Board of Regents
pvYELB041K8,FY23-24 Higher Education Budget Hearings,2023-09-20T19:40:06Z,Louisiana Board of Regents
cWLa3tT-9PQ,BoRSF Opportunities for FY23-24,2023-09-01T15:16:31Z,Louisiana Board of Regents
7F-cbHULoZg,"Run, Hide, Fight",2023-08-24T17:00:18Z,Louisiana Board of Regents
k-y8EkKyP8Y,August 2023 Board of Regents Meetings,2023-08-23T22:53:11Z,Louisiana Board of Regents
Cv9XjNLszks,June 2023 Board of Regents Meeting,2023-06-15T17:49:43Z,Louisiana Board of Regents
HmWSXhQvZME,April 2023 Board Meeting,2023-04-27T00:41:35Z,Louisiana Board of Regents
1ukNgzleh88,March 2023 Board Meeting,2023-03-23T16:04:57Z,Louisiana Board of Regents
Bn20xMJL0Nc,January 2023 Board Meeting,2023-02-28T17:57:31Z,Louisiana Board of Regents
3sxRlph762U,Louisiana's Got Talent: Episode 10 (#LaVetCorps Campus Navigators),2022-11-11T13:53:47Z,Louisiana Board of Regents
lVAH0CKsMOA,October 2022 Board of Regents Meeting as a Committee of the Whole,2022-10-20T19:33:16Z,Louisiana Board of Regents
ZCi5qyKO5vM,Louisiana's Got Talent: Episode 9 (Portia Gordon),2022-09-30T01:22:50Z,Louisiana Board of Regents
qfoXczcutyo,September 2022 Committee and Board of Regents Meetings,2022-09-21T21:04:11Z,Louisiana Board of Regents
tUBtI-2_35w,2022 Higher Education Budget Hearings,2022-09-21T20:48:35Z,Louisiana Board of Regents
YmzbGg3sxyw,Louisiana's Got Talent: Episode 8 (U.S. Education Secretary Miguel Cardona),2022-08-31T14:53:14Z,Louisiana Board of Regents
BE44m-njsP4,"August 2022 LATTA, Committee, and Board of Regents Meetings",2022-08-26T00:29:46Z,Louisiana Board of Regents
u-LWB2sUwbI,Louisiana's Got Talent: Episode 7 (D-D Breaux),2022-07-29T16:07:31Z,Louisiana Board of Regents
PF3fRVOf20s,Louisiana's Got Talent: Episode 6 (Dr. Ray Belton),2022-06-24T15:28:38Z,Louisiana Board of Regents
-rtBGo_oG_A,June 2022 Board Meeting,2022-06-22T18:11:32Z,Louisiana Board of Regents
